"station","water_scenario_file","population_scenario","target_year","surge_m","mask_type","mask_file","population_file","area_weighted_exposed_population","area_weighted_exposed_population_million","nearest_exposed_population_sensitivity","nearest_exposed_population_sensitivity_million","nearest_minus_area_weighted_population","fractional_population_cells"
"SHEK_PIK","SSP5m8p5","SSP5","2100","1.0","base","base_flood_connected_SHEK_PIK_SSP5m8p5_2100_surge1p0m.tif","SSP5_2100.tif","1272534.6287555487","1.2725346287555488","1174459.571586609","1.1744595715866089","-98075.05716893985","6557"
"SHEK_PIK","SSP5m8p5","SSP5","2100","1.0","ols","ols_flood_connected_SHEK_PIK_SSP5m8p5_2100_surge1p0m.tif","SSP5_2100.tif","1303978.4267654482","1.3039784267654482","1203285.3492527008","1.2032853492527007","-100693.07751274738","6609"
"SHEK_PIK","SSP5m8p5","SSP5","2100","1.0","added","added_flood_connected_ols_SHEK_PIK_SSP5m8p5_2100_surge1p0m.tif","SSP5_2100.tif","31443.797514785118","0.03144379751478512","28825.77766609192","0.028825777666091918","-2618.0198486931986","1980"
"SHEK_PIK","SSP5m8p5","SSP5","2100","1.5","base","base_flood_connected_SHEK_PIK_SSP5m8p5_2100_surge1p5m.tif","SSP5_2100.tif","1538671.5396417498","1.5386715396417499","1392483.9293909073","1.3924839293909073","-146187.61025084252","6813"
"SHEK_PIK","SSP5m8p5","SSP5","2100","1.5","ols","ols_flood_connected_SHEK_PIK_SSP5m8p5_2100_surge1p5m.tif","SSP5_2100.tif","1561057.4495588993","1.5610574495588994","1414663.4080286026","1.4146634080286027","-146394.04153029667","6837"
"SHEK_PIK","SSP5m8p5","SSP5","2100","1.5","added","added_flood_connected_ols_SHEK_PIK_SSP5m8p5_2100_surge1p5m.tif","SSP5_2100.tif","22385.91027556626","0.02238591027556626","22179.478637695312","0.022179478637695312","-206.43163787094818","1911"
"SHEK_PIK","SSP5m8p5","SSP5","2100","2.0","base","base_flood_connected_SHEK_PIK_SSP5m8p5_2100_surge2p0m.tif","SSP5_2100.tif","1807050.843897659","1.8070508438976591","1639617.925643921","1.639617925643921","-167432.9182537382","7042"
"SHEK_PIK","SSP5m8p5","SSP5","2100","2.0","ols","ols_flood_connected_SHEK_PIK_SSP5m8p5_2100_surge2p0m.tif","SSP5_2100.tif","1823400.8702082895","1.8234008702082896","1652757.2744760513","1.6527572744760513","-170643.59573223814","7091"
"SHEK_PIK","SSP5m8p5","SSP5","2100","2.0","added","added_flood_connected_ols_SHEK_PIK_SSP5m8p5_2100_surge2p0m.tif","SSP5_2100.tif","16350.026732322387","0.016350026732322387","13139.348832130432","0.013139348832130433","-3210.677900191955","1824"
"SHEK_PIK","SSP5m8p5","SSP5","2100","3.0","base","base_flood_connected_SHEK_PIK_SSP5m8p5_2100_surge3p0m.tif","SSP5_2100.tif","2406570.1340127955","2.4065701340127954","2183912.773830414","2.183912773830414","-222657.3601823817","7390"
"SHEK_PIK","SSP5m8p5","SSP5","2100","3.0","ols","ols_flood_connected_SHEK_PIK_SSP5m8p5_2100_surge3p0m.tif","SSP5_2100.tif","2416763.6003652355","2.4167636003652353","2194754.170902252","2.194754170902252","-222009.42946298327","7415"
"SHEK_PIK","SSP5m8p5","SSP5","2100","3.0","added","added_flood_connected_ols_SHEK_PIK_SSP5m8p5_2100_surge3p0m.tif","SSP5_2100.tif","10193.466047448434","0.010193466047448434","10841.397071838379","0.010841397071838378","647.9310243899454","1581"
